-321.437,64.59506,-18.534182,23.852745,-7.8867016,pump_abnormal
-324.74274,63.63527,-15.678257,15.320222,-13.186565,pump_abnormal
-357.58588,63.78808,-13.550884,36.48312,-1.093753,pump_abnormal
-323.0245,69.02813,-14.276696,18.844723,-7.725409,pump_abnormal
-322.1802,69.62999,-14.823904,18.698212,-7.220741,pump_abnormal
-370.59842,78.25597,-15.869777,12.431223,-5.7890334,pump_abnormal
-350.25284,59.14135,-14.258906,35.166645,0.86103135,pump_abnormal
-322.38803,67.86601,-10.612411,22.375038,-6.3201385,pump_abnormal
-325.91357,64.82927,-19.366953,13.363493,-14.336234,pump_abnormal
-351.16144,44.27453,-19.69291,30.87761,-0.7337502,pump_abnormal
-339.12274,47.01525,-15.452929,30.419514,-2.546595,pump_abnormal
-324.90253,62.535343,-16.671947,13.949315,-12.182501,pump_abnormal
-323.3958,59.057457,-8.811291,20.532394,-6.7991385,pump_abnormal
-325.11722,68.76454,-16.332808,18.125042,-7.458944,pump_abnormal
-363.20407,79.52456,-9.868153,25.162945,-6.3379917,pump_abnormal
-353.5067,57.42175,-16.598122,31.541079,0.5844318,pump_abnormal
-354.6909,47.15529,-4.497636,52.040985,-0.7260793,pump_abnormal
-345.61588,45.71514,-11.914099,35.543713,6.7539625,pump_abnormal
-347.10342,73.16978,-15.874934,29.157623,-9.977433,pump_abnormal
-324.67087,62.730682,-18.33731,25.322805,-7.15149,pump_abnormal
-348.5461,58.42913,-12.627979,33.982044,-1.7835156,pump_abnormal
-348.71024,54.654247,-7.7506585,47.677296,-2.4416757,pump_abnormal
-347.01627,40.46271,-18.740124,28.953949,1.0728383,pump_abnormal
-345.02878,49.544136,-9.920644,35.545654,3.146486,pump_abnormal
-340.89145,46.567566,-5.0884075,47.17653,-2.4573503,pump_abnormal
-324.84995,70.84177,-13.124158,20.921211,-6.3481584,pump_abnormal
-326.54657,70.23753,-14.061141,21.6381,-6.432839,pump_abnormal
-364.88947,76.00734,-11.409006,27.032726,-4.8485975,pump_abnormal
-322.69833,62.998123,-15.924812,26.38509,-7.2025156,pump_abnormal
-357.49088,59.908726,-11.871075,38.125355,-0.5388904,pump_abnormal
-340.69495,65.74392,-22.114801,22.724113,-11.279124,pump_abnormal
-350.5295,69.84893,-16.671497,28.798721,-9.451593,pump_abnormal
-351.57175,53.010014,-15.060653,33.251637,4.267597,pump_abnormal
-345.6918,48.72196,-17.586067,27.360008,-4.4913044,pump_abnormal
-347.78308,33.22297,-20.941881,24.656004,-2.5835888,pump_abnormal
-350.70148,53.530437,-11.863912,34.77894,1.1842268,pump_abnormal
-359.49716,48.99788,-19.691856,33.35385,0.22689094,pump_abnormal
-355.5124,49.179592,-22.500374,23.538963,-7.3933926,pump_abnormal
-323.591,71.48602,-13.073637,21.71085,-8.486932,pump_abnormal
-362.941,77.93118,-8.499169,24.626633,-4.602478,pump_abnormal
-352.07547,44.637527,-17.79445,25.935305,-6.2982907,pump_abnormal
-354.6006,51.020336,-26.402863,23.65167,-9.21057,pump_abnormal
-325.5936,59.858788,-23.52468,18.535982,-14.582139,pump_abnormal
-324.16125,56.81091,-18.060606,16.255043,-9.087338,pump_abnormal
-348.52383,61.652294,-12.21536,33.55668,-3.3467274,pump_abnormal
-342.54163,47.340473,-9.258199,37.49354,4.3761153,pump_abnormal
-355.61047,41.55624,-6.5902877,50.87798,0.6875558,pump_abnormal
-321.7382,66.36224,-10.306437,19.82888,-7.073261,pump_abnormal
-368.7419,69.20768,-14.179711,20.767538,-11.167964,pump_abnormal
-349.08072,51.924583,-16.008692,32.726433,3.9497612,pump_abnormal
-341.63773,43.52505,-14.20686,31.535778,0.7259226,pump_abnormal
-322.3117,65.65223,-11.019108,20.456026,-5.901644,pump_abnormal
-353.9455,56.31666,-18.534399,32.76479,-2.218196,pump_abnormal
-348.6618,46.639633,-15.467876,26.915377,-5.717872,pump_abnormal
-325.12866,56.330734,-23.04844,16.914454,-15.17772,pump_abnormal
-367.3832,71.180214,-18.856218,18.943321,-17.193329,pump_abnormal
-326.22784,62.809155,-13.88914,14.3857565,-13.571782,pump_abnormal
-326.2095,57.94804,-23.582209,17.818768,-13.916203,pump_abnormal
