-348.44717,108.70171,-14.359937,16.635178,-7.9184303,fan_abnormal
-379.8538,144.48773,4.6121535,7.896369,-3.0546312,fan_abnormal
-348.6013,109.20175,-12.103954,19.581463,-6.4934034,fan_abnormal
-384.54517,150.82423,0.33474737,18.628782,-6.1532745,fan_abnormal
-360.9744,128.88104,9.564446,16.02334,-1.0104725,fan_abnormal
-346.04694,104.80606,-11.247025,14.060478,-7.6823654,fan_abnormal
-380.31744,142.7656,6.2977924,6.45067,-4.303243,fan_abnormal
-343.4079,101.44622,-8.661366,13.558532,-4.489291,fan_abnormal
-364.5923,130.22063,9.783878,16.677294,-1.0679753,fan_abnormal
-348.73706,115.0054,-3.3188667,17.192423,-11.19457,fan_abnormal
-347.16455,109.51333,-12.431185,19.239897,-7.8354273,fan_abnormal
-348.10883,109.35541,-13.347808,19.312693,-6.965679,fan_abnormal
-346.3944,104.94777,-13.5754795,11.860153,-10.664058,fan_abnormal
-351.41357,111.11101,-3.8739607,14.012087,-12.086795,fan_abnormal
-354.69894,118.349014,-5.59551,19.074306,-9.371822,fan_abnormal
-353.34442,117.92033,-6.613929,20.220959,-10.635054,fan_abnormal
-384.0318,151.52092,1.7140727,18.812372,-5.6830587,fan_abnormal
-345.82993,101.415085,-12.296857,12.614894,-9.7483835,fan_abnormal
-348.6237,109.64217,-13.013655,19.80529,-7.182582,fan_abnormal
-385.3117,151.73335,5.085612,17.44734,-3.7436297,fan_abnormal
-347.4656,110.10281,-13.663354,18.084085,-7.7994194,fan_abnormal
-346.64343,105.48288,-15.673357,12.187755,-9.432832,fan_abnormal
-356.38098,118.60288,-5.2531013,19.951408,-9.693212,fan_abnormal
-343.0013,96.54487,-17.543905,18.172869,-11.233177,fan_abnormal
-346.79205,108.31647,-13.056141,18.12838,-7.611456,fan_abnormal
-381.78674,147.95705,1.6302922,20.023232,-5.5284224,fan_abnormal
-380.2825,148.07982,1.6966252,19.704828,-6.1533527,fan_abnormal
-378.60583,148.59598,1.9956876,19.84827,-5.8644814,fan_abnormal
-347.63358,109.53041,-13.094202,19.417965,-8.321706,fan_abnormal
-362.8684,135.2946,-1.7382005,15.167743,-8.403311,fan_abnormal
-347.75336,110.32228,-12.242013,19.539795,-7.5962715,fan_abnormal
-347.1274,106.04966,-15.984874,11.831178,-9.638761,fan_abnormal
-344.68936,106.92391,-8.206081,15.921603,-13.466738,fan_abnormal
-343.90884,103.40636,-12.285081,16.639353,-8.082684,fan_abnormal
-352.198,110.79542,-3.8362277,15.542002,-8.657906,fan_abnormal
-355.99762,115.18138,-7.341279,14.126604,-11.736659,fan_abnormal
-383.52582,149.42403,1.6692955,19.623604,-5.962429,fan_abnormal
-349.23737,106.04544,-15.76928,11.456511,-9.5085945,fan_abnormal
-353.61102,119.4311,-6.360479,19.469933,-10.148299,fan_abnormal
-371.24515,136.91513,5.4524417,13.8502035,-2.6660678,fan_abnormal
-346.57886,111.93443,-11.835858,21.01514,-12.019561,fan_abnormal
-378.9073,142.4437,7.6377997,7.2122636,-4.32723,fan_abnormal
-346.42062,108.0434,-15.996062,15.323414,-11.818659,fan_abnormal
