filename,class
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000187.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000078.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000124.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000090.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000030.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000139.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000087.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000131.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000081.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000226.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000161.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000148.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000120.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000294.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000278.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000283.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000068.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000181.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000163.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000033.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000136.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000169.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000271.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000154.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000125.wav,fan_abnormal
assets/data/audio_data/6_dB_fan/fan/id_04/abnormal/00000098.wav,fan_abnormal
