filename,class
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000078.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000090.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000030.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000087.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000081.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000068.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000033.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000098.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000080.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000037.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000043.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000093.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000091.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000089.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000107.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000064.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000026.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000003.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000044.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000051.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000072.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000024.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000002.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000040.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000041.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000008.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000084.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000088.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000062.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000075.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000115.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000010.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000050.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000053.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000014.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000016.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000111.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000105.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000048.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000018.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000012.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000028.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000104.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000083.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000065.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000017.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000106.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000031.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000110.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000073.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000102.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000099.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000023.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000046.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000004.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000096.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000063.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000118.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000035.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000049.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000114.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000092.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000011.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000039.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000076.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000113.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000057.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000095.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000071.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000077.wav,valve_abnormal
assets/data/audio_data/6_dB_valve/valve/id_04/abnormal/00000047.wav,valve_abnormal
