filename,class
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000078.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000124.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000090.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000030.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000139.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000087.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000131.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000081.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000161.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000148.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000120.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000068.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000163.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000033.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000136.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000169.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000154.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000125.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000098.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000080.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000037.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000043.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000176.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000093.wav,slider_abnormal
assets/data/audio_data/6_dB_slider/slider/id_04/abnormal/00000159.wav,slider_abnormal
